date,Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,rv1,rv2
2016-01-11 21:20:00,70,0,18.73,45.24,18.98,37.74,15.98,30.97,18.36,43.41,20.07,42.71,3.63,78.72,18.89,43.64,21.84,48.57,21.5,43.45,4.49,771.6,76.0,13.89,19.0,2.35,28.344941,28.344941
2016-01-11 21:30:00,95,60,16.25,28.22,16.7,43.94,18.14,45.25,19.82,37.59,19.98,36.5,-2.25,85.78,18.9,42.18,20.16,26.57,21.36,52.12,1.66,756.4,81.1,3.66,53.6,-0.48,31.742605,31.742605
2016-01-11 21:40:00,47,0,18.63,39.76,21.56,46.86,17.23,29.88,18.54,40.41,18.67,51.88,6.6,89.37,19.7,39.13,20.57,41.27,20.47,41.59,4.2,763.9,82.7,8.86,53.6,0.79,44.7691,44.7691
2016-01-11 21:50:00,87,20,17.42,45.53,18.16,52.63,18.39,35.15,20.59,45.11,20.35,38.65,1.29,70.43,19.39,40.05,18.91,37.34,17.97,28.74,3.17,761.7,73.6,4.94,33.5,-1.81,39.544041,39.544041
2016-01-11 22:00:00,83,10,19.09,43.17,16.21,44.11,20.52,33.33,17.05,44.36,17.35,44.21,1.44,75.46,19.96,35.95,20.52,47.29,19.37,45.63,2.14,760.1,88.0,11.15,35.5,-1.34,17.689415,17.689415
2016-01-11 22:10:00,61,0,16.39,39.6,17.24,49.09,17.73,36.87,16.53,28.46,19.15,37.31,-0.17,89.14,17.16,43.24,20.09,38.16,19.66,37.82,2.11,761.1,73.4,2.99,43.9,-3.82,2.094325,2.094325
2016-01-11 22:20:00,97,70,18.03,34.66,15.57,45.19,16.97,42.5,19.11,48.76,18.45,39.33,-2.74,97.18,19.01,53.18,17.21,51.8,18.83,32.35,0.98,758.3,85.7,3.32,52.0,-1.9,37.32779,37.32779
2016-01-11 22:30:00,52,0,17.77,40.47,16.91,37.47,17.6,38.0,17.34,34.2,18.17,38.48,7.42,78.23,19.92,57.75,17.89,46.47,20.0,47.25,2.43,762.1,64.7,2.65,15.3,-3.6,40.037115,40.037115
2016-01-11 22:40:00,99,60,19.17,40.95,17.8,39.23,17.36,34.52,20.23,42.14,18.67,43.99,2.96,70.66,19.65,32.96,18.95,40.13,19.49,34.87,0.87,761.6,72.7,1.69,34.4,-4.21,41.241825,41.241825
2016-01-11 22:50:00,32,20,16.78,41.25,20.45,44.92,16.69,33.82,15.45,37.11,18.93,34.1,-5.87,56.13,17.88,30.78,19.48,48.61,18.78,38.01,-0.48,771.1,65.5,0.82,45.2,-7.12,7.562236,7.562236
2016-01-11 23:00:00,87,70,15.25,53.89,16.33,45.8,16.92,37.62,19.29,41.36,17.8,34.51,1.12,88.18,20.56,47.29,19.55,44.76,21.04,45.74,-0.75,764.6,83.6,3.98,40.8,-4.38,36.616338,36.616338
2016-01-11 23:10:00,51,0,18.7,35.58,19.66,43.42,16.89,43.25,19.67,46.09,17.45,48.57,-0.37,87.36,18.88,33.9,22.34,45.85,17.1,42.01,1.24,762.4,84.3,6.29,40.3,-3.14,4.617199,4.617199
2016-01-11 23:20:00,25,0,16.72,47.94,18.87,42.93,17.59,37.84,17.56,36.01,21.28,39.07,0.7,75.54,18.7,45.81,21.23,39.72,19.94,32.15,3.17,762.7,77.4,2.85,20.4,-2.03,0.0392,0.0392
2016-01-11 23:30:00,40,0,17.73,43.7,17.13,44.61,15.61,41.14,18.64,37.12,18.29,32.31,-0.77,79.18,18.1,38.34,19.33,36.26,20.46,35.35,0.87,767.7,84.3,2.09,34.0,-2.81,44.595178,44.595178
2016-01-11 23:40:00,47,0,18.26,38.37,14.68,43.38,19.28,44.44,18.74,41.58,17.19,29.39,0.89,69.3,18.09,46.05,16.31,45.84,22.46,43.17,0.28,756.5,70.1,8.65,35.3,-5.12,34.009399,34.009399
2016-01-11 23:50:00,57,0,15.16,46.24,17.74,29.83,18.66,42.33,20.72,27.98,18.9,43.06,2.27,99.41,18.73,44.03,19.96,31.6,18.47,47.85,0.72,759.6,94.5,1.19,29.3,1.18,11.197735,11.197735
2016-01-12 00:00:00,49,0,16.28,50.79,16.97,45.41,19.82,35.04,18.56,37.08,15.94,44.78,-1.98,86.29,17.4,52.17,18.96,39.37,18.45,30.62,-0.8,753.1,91.3,3.21,53.3,-3.39,32.56499,32.56499
2016-01-12 00:10:00,49,0,18.66,31.81,20.25,31.81,17.48,46.94,17.89,39.1,16.41,27.96,-1.91,68.17,19.77,44.51,19.39,35.6,19.75,41.25,-2.58,763.0,73.2,5.49,35.5,-7.8,10.463971,10.463971
2016-01-12 00:20:00,45,0,18.35,54.42,16.24,46.68,17.28,32.8,17.23,29.98,15.44,38.29,-7.13,65.6,18.9,43.7,17.19,31.2,19.04,31.11,-3.67,764.1,70.8,1.47,29.7,-7.76,37.752296,37.752296
2016-01-12 00:30:00,61,0,17.38,52.47,18.03,35.29,17.89,41.93,17.5,47.43,21.09,33.43,-2.1,75.92,18.53,42.66,17.54,38.51,18.43,36.25,-1.53,756.8,78.1,3.24,63.5,-6.09,6.645819,6.645819
2016-01-12 00:40:00,59,0,16.04,47.76,16.67,36.71,16.83,44.6,17.96,32.13,17.38,43.73,-3.28,84.75,17.7,47.46,21.21,43.97,18.91,39.95,-2.68,766.5,85.4,6.46,45.4,-4.72,35.178175,35.178175
2016-01-12 00:50:00,48,0,20.74,38.15,17.82,35.48,16.02,42.46,18.56,43.29,18.48,51.4,-1.28,96.75,17.05,44.24,16.74,39.14,18.96,43.4,-1.14,757.9,84.5,1.45,41.9,-5.56,29.75736,29.75736
2016-01-12 01:00:00,49,0,17.65,37.13,18.29,42.69,18.66,42.51,19.27,34.0,18.52,50.28,-4.31,82.59,17.67,36.56,18.94,64.2,19.6,22.67,-3.28,759.4,72.9,5.03,38.4,-6.66,4.944597,4.944597
2016-01-12 01:10:00,36,0,17.95,55.71,15.74,35.89,17.47,43.64,19.46,44.49,18.19,44.96,-8.87,70.21,17.21,28.71,19.61,36.77,16.46,38.96,-5.5,761.2,79.4,0.58,31.9,-10.27,28.511596,28.511596
2016-01-12 01:20:00,41,0,16.1,47.1,17.57,45.69,16.84,54.65,16.84,56.18,17.2,44.0,-2.97,86.93,18.93,40.32,18.03,38.22,17.19,39.68,-5.81,767.1,87.1,2.81,29.9,-9.19,33.573826,33.573826
2016-01-12 01:30:00,45,0,16.26,49.09,17.17,25.93,17.57,34.21,17.01,37.28,16.26,45.21,0.93,71.93,19.61,38.08,17.46,29.38,18.57,48.73,-1.37,757.3,79.9,7.23,25.9,-3.6,41.172558,41.172558
2016-01-12 01:40:00,53,0,18.8,53.85,17.29,37.25,17.63,52.71,18.79,35.36,18.71,46.68,0.46,95.38,16.61,51.62,19.23,40.62,18.34,39.4,-1.34,761.9,85.0,5.19,36.0,-3.39,10.567298,10.567298
2016-01-12 01:50:00,40,0,16.87,51.08,17.51,45.13,18.35,46.19,14.79,40.31,20.36,48.47,-5.5,100.0,19.34,29.15,18.34,39.91,17.27,45.12,-4.26,763.8,94.0,7.55,21.8,-6.26,41.703753,41.703753
2016-01-12 02:00:00,47,0,17.33,39.8,18.93,39.61,16.59,33.69,19.19,46.03,17.19,39.27,-2.11,73.18,18.57,34.1,20.87,48.8,18.19,34.86,-4.63,763.0,78.0,0.19,50.8,-8.58,37.548881,37.548881
2016-01-12 02:10:00,53,0,17.24,36.45,19.24,46.57,16.58,47.43,19.24,51.9,18.09,37.83,-1.67,79.93,18.75,41.51,17.72,43.07,19.63,33.0,-1.92,763.2,93.3,2.89,31.9,-2.68,17.192228,17.192228
2016-01-12 02:20:00,47,0,18.61,36.1,15.72,41.58,17.01,43.82,18.45,38.84,16.31,33.45,-3.64,90.84,17.69,37.72,19.22,32.66,18.72,29.99,-5.81,763.8,84.0,1.58,50.3,-10.2,34.319108,34.319108
2016-01-12 02:30:00,47,0,16.67,40.29,16.85,49.9,17.4,38.6,20.32,41.3,15.05,54.16,-6.02,90.85,19.62,43.84,18.01,41.02,19.4,43.81,-5.53,758.5,83.2,3.02,30.0,-9.97,8.872467,8.872467
2016-01-12 02:40:00,40,0,17.89,33.89,18.4,45.68,17.54,39.27,15.37,38.12,18.47,50.03,-4.68,77.23,17.71,32.39,17.19,49.98,20.7,41.69,-3.24,767.5,71.0,6.68,44.6,-8.08,42.188626,42.188626
2016-01-12 02:50:00,54,0,17.2,42.35,17.37,36.98,16.11,45.64,17.7,39.68,17.31,41.04,-6.45,90.23,20.0,48.75,17.5,47.66,18.34,40.59,-4.81,760.3,92.4,9.43,23.1,-5.67,3.237764,3.237764
2016-01-12 03:00:00,397,0,15.35,33.1,16.85,44.76,15.88,44.64,18.92,46.7,16.25,46.3,-1.94,100.0,18.88,44.45,18.95,40.9,17.03,25.2,-4.23,759.8,100.0,12.5,32.3,-5.36,4.715896,4.715896
2016-01-12 03:10:00,46,0,16.06,49.92,17.07,27.94,18.11,29.01,17.99,35.19,17.27,48.19,-4.01,59.64,17.01,48.47,16.92,37.43,19.35,39.27,-4.47,766.1,74.3,2.15,33.7,-9.7,22.881801,22.881801
2016-01-12 03:20:00,34,0,17.53,51.38,17.22,35.32,17.71,38.16,19.52,44.03,17.69,53.17,-3.74,69.32,15.58,42.2,17.18,41.84,17.58,40.41,-3.7,758.2,75.4,0.49,43.0,-7.89,41.632154,41.632154
2016-01-12 03:30:00,56,0,16.92,44.9,17.17,43.62,17.84,44.94,20.3,36.54,17.17,42.0,-1.51,100.0,18.85,39.27,20.09,36.15,16.98,31.93,-2.07,762.0,100.0,0.34,24.9,-1.91,44.69294,44.69294
2016-01-12 03:40:00,65,0,16.82,44.88,15.21,44.33,19.08,35.94,19.42,29.01,19.01,48.6,-5.12,97.4,19.21,44.2,19.78,34.1,18.12,42.59,-4.01,757.8,91.2,0.94,57.4,-6.09,22.743891,22.743891
2016-01-12 03:50:00,44,0,19.03,46.31,16.22,37.63,16.96,42.06,17.98,25.67,17.77,38.84,-1.93,64.01,20.45,48.16,20.3,46.69,19.67,42.48,-3.14,770.8,77.9,6.21,39.7,-8.31,3.070165,3.070165
2016-01-12 04:00:00,57,0,16.28,35.78,15.99,39.82,17.52,38.73,17.77,51.53,19.54,41.46,-9.89,100.0,16.17,46.48,17.54,35.02,17.8,47.42,-7.13,770.0,100.0,4.52,39.2,-6.62,43.524041,43.524041
2016-01-12 04:10:00,29,0,19.73,35.55,15.85,43.66,18.43,44.19,17.68,46.62,18.26,38.44,-4.21,81.43,16.99,36.86,18.44,38.75,16.6,29.6,-4.07,760.3,80.1,4.74,22.5,-8.13,12.106668,12.106668
2016-01-12 04:20:00,38,0,16.66,44.16,19.02,38.1,17.62,34.18,19.3,37.19,18.96,40.71,-8.26,86.12,17.87,48.05,18.08,48.21,20.92,34.2,-5.19,762.8,84.9,2.97,43.6,-8.33,7.399321,7.399321
2016-01-12 04:30:00,53,0,16.16,29.24,17.69,34.22,17.14,47.61,17.75,35.64,18.07,46.09,-5.31,92.46,17.61,36.45,14.69,36.77,18.49,47.59,-5.67,760.8,87.8,2.14,53.1,-8.0,0.027151,0.027151
2016-01-12 04:40:00,59,0,18.8,42.32,17.72,44.61,16.97,38.8,17.61,41.22,17.15,43.17,-2.83,88.45,18.89,37.15,18.3,41.18,19.6,44.46,-5.08,759.3,91.9,8.56,28.8,-5.78,47.326922,47.326922
2016-01-12 04:50:00,85,0,17.45,48.03,17.16,37.42,17.44,35.86,18.2,47.07,20.74,27.97,-8.68,72.76,21.03,44.69,16.13,40.56,19.31,41.15,-4.16,761.2,88.6,0.19,32.7,-8.42,2.553292,2.553292
2016-01-12 05:00:00,86,0,19.07,35.8,19.0,45.87,16.66,49.86,18.24,37.1,17.99,42.19,-2.2,100.0,18.94,45.56,17.69,45.81,19.24,36.53,-2.18,760.6,100.0,1.03,36.8,-2.69,49.811024,49.811024
2016-01-12 05:10:00,57,0,15.49,47.23,16.33,46.38,17.61,45.0,17.72,38.6,17.77,26.33,-4.7,96.26,20.74,33.18,18.06,41.5,18.06,36.95,-5.43,754.7,97.6,5.35,36.1,-5.57,18.204199,18.204199
2016-01-12 05:20:00,40,0,14.77,44.63,19.08,46.52,19.11,26.46,17.55,46.99,19.51,45.92,-1.31,96.18,20.9,31.22,20.66,37.5,17.98,43.49,-3.28,761.8,99.4,2.34,28.5,-3.19,25.642758,25.642758
2016-01-12 05:30:00,72,0,13.98,41.22,17.61,38.04,15.75,36.7,15.41,46.31,16.86,33.11,-4.48,77.75,17.07,46.25,18.18,40.53,19.3,40.68,-3.92,760.6,76.9,6.03,44.7,-6.57,41.4217,41.4217
2016-01-12 05:40:00,80,0,15.44,36.69,17.38,34.0,19.72,43.74,17.25,43.35,18.97,37.01,-5.02,88.64,18.0,45.1,18.27,46.5,21.14,39.72,-3.55,762.0,86.6,5.59,54.1,-5.89,26.242305,26.242305
2016-01-12 05:50:00,74,0,15.86,41.25,16.82,41.62,14.93,36.41,17.55,47.09,18.59,40.09,0.03,100.0,16.95,45.54,18.9,35.2,19.86,42.57,-1.41,760.4,100.0,5.14,39.1,-0.15,41.650549,41.650549
2016-01-12 06:00:00,78,0,18.07,39.8,19.08,40.54,17.59,40.25,18.87,42.92,18.73,45.07,-0.46,85.83,20.51,37.2,18.72,42.02,18.86,40.29,-1.96,759.3,79.0,4.94,29.1,-5.32,29.734888,29.734888
2016-01-12 06:10:00,99,0,17.38,42.03,16.44,39.86,18.36,36.41,19.62,34.34,17.22,46.98,-1.99,79.95,18.07,33.96,19.75,42.84,19.98,39.32,-0.6,764.2,78.8,6.47,26.6,-3.7,27.276369,27.276369
2016-01-12 06:20:00,75,20,16.91,38.92,19.14,38.27,15.78,50.36,16.56,53.33,20.48,39.11,-2.36,83.5,19.0,46.88,18.34,39.59,19.18,46.14,-2.67,762.9,91.7,6.47,66.0,-4.52,34.344667,34.344667
2016-01-12 06:30:00,109,10,15.64,38.1,15.45,42.6,16.68,33.19,17.71,37.12,16.58,41.69,-2.01,85.08,18.66,43.18,20.04,31.58,21.19,30.54,-3.31,766.3,86.9,3.27,34.7,-7.03,26.405498,26.405498
2016-01-12 06:40:00,68,0,18.4,39.9,16.4,41.16,15.91,39.89,18.22,30.41,17.72,44.12,-5.12,87.05,18.32,45.23,19.35,46.2,18.52,39.82,-2.43,762.7,81.8,2.62,46.0,-4.11,4.934095,4.934095
2016-01-12 06:50:00,114,0,18.31,42.83,16.86,42.12,17.21,49.53,19.04,41.66,19.69,44.74,0.96,89.3,20.27,44.12,20.52,49.01,19.21,28.66,-1.55,759.9,84.5,4.26,20.0,-4.57,9.190951,9.190951
2016-01-12 07:00:00,139,0,15.56,50.05,16.73,36.39,18.59,38.96,17.75,37.35,17.12,36.77,-0.94,62.23,18.74,47.4,18.54,37.56,18.26,47.53,-1.46,763.2,63.3,7.76,30.9,-8.97,6.609539,6.609539
2016-01-12 07:10:00,176,70,16.78,45.94,17.1,31.75,19.17,45.74,16.94,48.4,16.55,43.59,-1.55,89.94,19.42,42.0,16.53,41.71,18.46,38.08,-3.16,752.8,77.9,1.6,52.9,-8.62,19.764609,19.764609
2016-01-12 07:20:00,163,0,16.55,34.75,17.6,43.62,17.23,42.18,17.4,33.98,18.75,38.0,-0.93,65.73,17.95,33.29,19.05,40.49,19.82,42.78,-1.2,769.2,72.5,2.8,29.4,-6.04,23.654526,23.654526
2016-01-12 07:30:00,105,10,19.68,42.94,17.04,44.15,20.22,29.26,19.42,35.54,18.36,33.53,-0.03,89.27,18.48,44.44,18.31,41.98,18.05,28.78,-0.8,761.8,96.7,2.05,30.1,-4.18,0.245156,0.245156
2016-01-12 07:40:00,98,0,18.39,46.2,18.33,42.78,16.83,48.53,17.35,26.94,19.81,34.77,2.14,79.92,18.43,42.54,17.89,21.92,19.92,32.14,2.84,769.5,78.6,1.33,44.3,-3.02,49.959576,49.959576
2016-01-12 07:50:00,57,0,18.0,48.29,17.94,43.53,19.75,34.19,17.76,42.37,17.55,43.51,4.54,84.02,20.9,40.51,17.54,32.91,19.94,42.51,2.08,757.3,81.0,2.22,32.1,-3.43,30.829118,30.829118
2016-01-12 08:00:00,74,0,17.68,40.22,19.82,50.34,17.6,45.28,18.16,59.25,17.46,34.74,1.98,80.87,17.86,32.01,19.13,39.02,18.49,38.46,-1.8,756.3,90.8,0.89,46.5,-4.82,24.275617,24.275617
2016-01-12 08:10:00,107,0,17.82,58.06,19.78,42.0,17.36,34.28,18.01,34.19,16.92,36.78,-0.26,87.81,17.89,41.56,17.43,32.4,17.76,31.93,-0.74,762.2,95.0,0.76,32.0,-2.06,29.38873,29.38873
2016-01-12 08:20:00,92,0,17.68,43.52,16.82,41.35,18.54,42.02,17.33,42.23,19.73,48.05,0.82,71.02,19.59,43.82,19.92,39.23,17.28,37.57,-2.29,762.2,81.9,10.16,38.8,-5.23,45.540944,45.540944
2016-01-12 08:30:00,118,40,15.04,39.45,17.29,36.01,19.16,47.12,15.79,41.03,16.5,40.55,0.31,72.74,15.36,30.66,19.31,43.49,22.08,31.62,-0.77,762.1,70.4,1.19,47.8,-6.93,40.34576,40.34576
2016-01-12 08:40:00,62,0,17.82,32.23,15.91,44.03,20.03,38.04,16.23,38.35,19.93,35.64,-2.67,68.63,19.42,35.31,18.65,37.98,20.68,37.96,0.81,761.5,73.1,5.11,34.5,-3.61,49.337719,49.337719
2016-01-12 08:50:00,89,0,21.57,45.21,16.88,41.3,19.65,35.49,19.45,42.32,18.56,41.43,1.44,79.32,21.09,34.07,17.75,40.79,19.32,51.03,2.36,758.2,81.2,12.48,24.9,0.86,8.772426,8.772426
2016-01-12 09:00:00,99,0,16.5,38.58,18.37,33.97,17.98,51.99,20.08,50.68,16.81,37.64,-0.64,76.45,18.22,44.8,19.49,47.59,19.48,43.08,-0.32,754.8,81.2,7.31,34.7,-3.82,0.743815,0.743815
2016-01-12 09:10:00,83,0,18.82,32.32,18.8,39.55,19.06,35.72,15.97,50.23,17.75,35.68,3.39,71.34,18.69,38.73,20.49,44.76,19.03,39.0,0.01,761.9,69.6,4.96,28.1,-5.03,24.259623,24.259623
2016-01-12 09:20:00,62,0,18.13,39.9,15.91,46.89,17.36,41.78,16.68,41.79,19.25,50.12,-3.02,45.88,19.14,42.38,20.61,35.35,17.38,40.48,-2.01,755.6,56.8,5.62,34.0,-9.84,27.471247,27.471247
2016-01-12 09:30:00,72,0,17.76,52.36,16.46,34.33,18.71,42.83,17.18,45.57,19.62,40.63,-0.3,64.98,18.7,39.62,18.67,41.64,19.13,42.07,1.18,755.2,60.9,2.09,40.1,-6.23,4.503153,4.503153
2016-01-12 09:40:00,37,0,16.58,40.14,16.29,40.32,16.72,41.0,18.31,37.09,20.14,40.99,1.67,58.24,18.75,43.92,20.81,37.02,19.5,31.51,0.05,759.2,64.9,7.43,40.1,-8.25,17.151294,17.151294
2016-01-12 09:50:00,35,0,18.51,37.35,17.97,42.58,15.05,42.25,18.94,33.78,18.73,36.49,1.68,52.12,20.02,42.62,19.42,41.84,20.87,41.97,1.06,762.5,74.3,10.82,50.8,-4.08,4.034556,4.034556
2016-01-12 10:00:00,78,0,17.36,36.02,18.24,37.06,19.97,37.29,17.58,38.83,19.77,37.13,1.29,67.6,18.94,53.62,20.01,47.73,20.27,45.56,0.75,768.7,73.0,2.44,30.6,-5.51,9.259364,9.259364
2016-01-12 10:10:00,72,0,17.9,53.69,18.28,42.48,19.35,41.71,16.43,54.8,19.73,34.33,3.54,61.03,18.82,36.2,18.63,43.4,18.57,46.63,2.14,764.7,59.3,0.73,39.7,-5.58,1.551459,1.551459
2016-01-12 10:20:00,84,0,18.21,38.12,16.05,43.58,18.01,37.41,20.25,43.05,19.03,50.08,-0.82,74.44,19.47,39.07,19.4,40.97,17.49,39.59,-0.15,766.5,73.2,6.29,56.4,-5.13,18.937079,18.937079
2016-01-12 10:30:00,82,0,16.63,41.41,18.56,49.34,20.47,37.64,18.3,33.63,16.75,49.53,0.29,90.47,18.82,35.16,21.52,35.34,18.82,44.83,0.49,763.4,92.0,14.0,43.9,-1.56,40.392447,40.392447
2016-01-12 10:40:00,72,0,18.17,44.82,20.09,31.69,20.69,35.11,17.63,42.91,18.65,50.65,5.69,79.62,18.37,30.87,20.27,32.05,20.26,30.16,6.08,762.2,78.6,1.32,51.3,2.52,29.532726,29.532726
2016-01-12 10:50:00,56,0,18.73,30.9,16.69,50.87,18.17,35.2,17.47,39.19,18.13,42.04,3.0,87.73,20.85,38.93,20.25,35.99,21.34,44.31,1.15,770.8,94.8,0.16,39.3,-0.23,18.305632,18.305632
2016-01-12 11:00:00,72,0,17.9,35.67,17.69,47.14,16.17,41.08,20.36,36.09,17.62,33.42,2.92,86.77,19.74,38.85,20.9,37.91,21.45,33.1,1.63,755.4,74.5,2.83,49.6,-3.09,47.057625,47.057625
2016-01-12 11:10:00,46,0,16.44,40.03,18.6,59.91,17.96,45.01,17.68,49.78,19.2,37.06,9.37,62.74,18.91,38.13,20.31,34.49,22.79,39.69,6.22,759.1,74.0,1.95,37.8,-0.16,3.789148,3.789148
