date,Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,rv1,rv2
2016-01-11 22:30:00,80,0,17.91,36.41,16.66,38.95,16.06,48.47,18.83,43.14,20.55,38.19,-2.69,76.9,18.26,37.64,19.96,43.72,19.65,42.96,-1.13,765.8,82.4,0.41,34.3,-4.35,32.075704,32.075704
2016-01-11 22:40:00,94,0,16.26,38.76,18.22,40.67,14.67,41.76,18.08,49.51,18.35,33.04,0.59,81.74,17.94,43.81,18.87,40.22,20.72,32.8,0.81,765.2,87.3,0.7,22.9,-0.62,3.908843,3.908843
2016-01-11 22:50:00,93,0,18.92,50.21,17.89,49.2,18.04,40.85,20.15,34.07,18.3,39.77,0.16,100.0,20.06,36.73,19.73,36.4,18.91,30.48,1.38,761.8,92.4,2.11,35.5,-0.92,48.269231,48.269231
2016-01-11 23:00:00,114,20,15.54,36.81,18.34,40.63,18.63,38.45,16.71,41.35,18.93,35.98,0.45,93.65,18.12,32.83,19.51,35.32,17.62,39.15,-0.67,760.0,89.1,4.61,66.0,-4.14,2.021805,2.021805
2016-01-11 23:10:00,86,0,18.86,38.05,17.72,53.49,17.75,40.68,19.78,42.31,18.91,45.39,-2.97,91.66,17.69,40.06,19.34,36.17,18.07,38.25,-1.95,767.3,80.9,1.46,41.3,-6.08,27.613814,27.613814
2016-01-11 23:20:00,90,0,17.14,41.63,18.34,42.56,17.91,44.61,17.76,36.29,19.01,29.89,-0.58,84.83,18.51,45.94,18.23,40.1,19.78,46.76,-2.1,760.4,86.0,1.42,58.4,-3.48,11.713169,11.713169
2016-01-11 23:30:00,57,0,16.49,41.15,18.11,44.2,17.18,43.26,17.77,39.51,15.71,50.7,3.01,74.15,19.46,32.88,18.85,33.68,19.17,42.64,-0.07,764.1,70.0,7.59,57.6,-5.81,46.461503,46.461503
2016-01-11 23:40:00,58,0,17.74,39.37,16.89,48.56,17.82,36.28,17.42,43.37,18.48,30.54,-1.64,57.63,17.6,34.63,17.77,33.49,19.6,45.67,-0.1,768.2,73.6,2.9,28.7,-5.6,27.238928,27.238928
2016-01-11 23:50:00,82,0,18.74,39.62,15.03,35.81,15.37,46.57,16.43,25.17,18.6,45.16,-2.07,93.55,19.21,35.28,18.73,45.52,19.68,36.26,-0.56,763.7,99.3,0.73,40.4,-0.8,30.941282,30.941282
2016-01-12 00:00:00,86,0,18.73,47.06,16.82,39.9,19.09,32.81,18.04,48.18,16.71,34.39,-1.74,83.84,17.79,48.99,19.85,37.72,20.85,42.85,-2.45,756.8,92.8,4.69,35.2,-3.86,15.063923,15.063923
2016-01-12 00:10:00,91,0,18.85,44.4,18.91,34.13,16.31,48.27,18.49,43.85,18.23,35.05,-3.15,80.34,18.16,41.89,18.0,45.25,18.29,35.91,-1.26,755.8,68.0,1.06,51.2,-6.51,25.095276,25.095276
2016-01-12 00:20:00,80,0,16.57,38.14,17.35,50.15,18.75,39.52,17.64,42.59,20.01,40.86,-4.44,80.33,19.54,49.08,18.5,47.64,19.55,35.59,-1.57,759.5,75.9,4.6,45.6,-6.18,43.831586,43.831586
2016-01-12 00:30:00,108,0,16.3,42.07,19.32,36.38,18.03,41.77,19.85,38.31,15.81,43.22,-0.66,100.0,20.64,41.5,19.78,44.02,21.05,40.59,-1.56,763.6,100.0,2.53,60.0,0.3,46.942417,46.942417
2016-01-12 00:40:00,103,0,17.24,45.43,17.92,46.04,16.99,44.87,21.2,41.18,16.77,43.11,-1.3,87.99,18.66,43.53,19.59,32.89,19.48,37.75,-0.71,762.5,75.5,3.62,42.5,-5.59,9.107854,9.107854
2016-01-12 00:50:00,49,0,17.3,41.05,18.47,45.58,18.5,39.55,18.8,38.21,19.97,31.42,1.37,49.25,19.56,46.64,18.98,48.56,18.67,37.06,-1.8,769.6,64.9,1.39,49.9,-8.85,48.398937,48.398937
2016-01-12 01:00:00,81,0,17.49,31.77,18.82,30.82,18.73,53.59,17.77,46.46,18.77,44.1,-2.5,81.11,17.83,44.23,18.24,40.25,17.87,47.88,-1.23,762.5,78.5,2.41,32.3,-4.63,44.445852,44.445852
2016-01-12 01:10:00,85,0,15.69,49.39,17.28,41.96,17.75,29.23,19.04,53.28,18.75,46.69,-2.57,81.26,20.28,44.44,19.38,47.97,17.88,27.07,-2.25,759.4,78.9,2.12,22.4,-6.44,40.984796,40.984796
2016-01-12 01:20:00,116,0,17.41,31.39,18.46,43.54,16.89,50.67,20.4,43.26,16.97,38.42,-1.32,100.0,19.75,45.69,18.46,45.42,20.15,30.93,-2.02,756.2,95.4,1.56,48.1,-0.4,16.000879,16.000879
2016-01-12 01:30:00,77,0,18.24,52.72,17.44,40.57,16.61,43.54,17.9,53.18,18.0,41.4,-0.39,100.0,18.76,47.41,19.39,37.7,18.46,41.59,-1.59,765.5,92.7,2.48,41.8,-3.66,17.577798,17.577798
2016-01-12 01:40:00,97,0,16.43,40.2,17.39,29.16,15.57,41.78,16.57,41.9,17.88,44.6,-5.18,76.68,18.88,42.08,17.25,41.77,18.05,42.8,-4.8,760.7,79.6,0.41,46.6,-9.18,38.052143,38.052143
2016-01-12 01:50:00,92,0,17.27,50.29,18.9,39.88,16.89,46.02,17.15,31.32,19.23,32.84,-4.34,77.75,18.09,34.84,16.07,44.36,18.74,32.71,-3.17,754.7,83.9,5.66,57.0,-8.11,4.876534,4.876534
2016-01-12 02:00:00,82,0,18.52,37.21,16.78,45.42,17.46,28.57,17.52,40.18,17.01,46.14,-2.83,83.7,19.8,43.09,17.83,40.24,18.94,34.24,-3.45,760.8,87.6,5.42,44.0,-4.64,33.293588,33.293588
2016-01-12 02:10:00,75,0,15.56,45.49,15.71,40.74,18.24,41.51,18.2,56.26,16.89,36.48,-0.92,100.0,17.19,38.97,17.13,31.77,18.84,31.73,-3.76,756.8,92.0,2.6,50.0,-3.47,21.168271,21.168271
2016-01-12 02:20:00,97,0,17.68,32.81,16.79,40.29,18.43,35.55,18.56,36.57,16.45,34.41,-5.78,86.91,16.47,42.93,20.2,36.18,17.29,47.87,-3.26,759.0,81.1,2.67,52.3,-6.66,49.806284,49.806284
2016-01-12 02:30:00,67,0,15.42,42.55,16.54,52.23,17.51,32.27,15.6,37.7,17.54,39.3,-2.65,93.04,22.55,37.21,20.02,42.5,18.43,45.59,-0.63,760.8,87.8,2.4,38.2,-1.58,24.965661,24.965661
2016-01-12 02:40:00,79,0,15.59,35.31,15.23,45.62,17.26,42.77,16.39,45.62,16.26,44.18,-5.23,100.0,18.5,41.76,17.83,37.32,17.15,39.08,-4.2,757.1,99.3,5.64,32.8,-5.78,3.628032,3.628032
2016-01-12 02:50:00,97,0,19.52,42.2,19.66,40.58,18.43,40.93,16.79,40.91,19.55,39.56,-0.71,88.0,18.99,36.87,17.51,43.84,17.76,47.83,-1.46,758.8,83.5,2.03,63.7,-3.93,44.927136,44.927136
2016-01-12 03:00:00,106,0,16.0,52.88,17.55,32.97,16.31,45.79,16.88,37.8,16.43,55.52,-3.29,71.0,19.26,34.85,16.06,36.02,19.39,46.68,-5.44,757.8,86.4,6.61,44.6,-7.57,7.679414,7.679414
2016-01-12 03:10:00,106,0,17.43,45.77,16.92,41.24,17.93,47.18,16.08,38.53,19.19,45.14,-4.88,100.0,17.06,47.66,20.71,36.68,19.43,42.44,-3.42,757.9,91.1,0.95,43.4,-3.19,14.854833,14.854833
2016-01-12 03:20:00,106,0,15.53,45.08,17.96,35.98,18.42,40.82,16.55,43.02,20.05,39.37,-0.66,85.12,19.99,40.74,19.79,50.31,17.56,37.25,-2.66,756.7,79.3,6.64,28.2,-6.13,25.896484,25.896484
2016-01-12 03:30:00,76,0,17.05,40.79,18.16,40.71,17.61,33.35,15.64,38.92,18.67,42.72,-1.46,67.25,18.34,37.92,19.55,33.09,20.15,42.92,-2.0,758.8,76.1,0.27,43.0,-6.12,26.745461,26.745461
2016-01-12 03:40:00,69,0,17.92,35.12,16.95,40.17,17.35,36.74,20.9,31.89,20.82,33.86,-1.14,89.49,18.75,39.62,17.87,39.61,18.01,39.54,-1.78,757.2,88.8,2.32,43.9,-4.3,37.811046,37.811046
2016-01-12 03:50:00,76,0,18.31,53.7,16.51,47.65,19.65,34.59,17.65,32.55,17.74,46.52,-4.62,80.78,16.58,34.43,19.21,40.09,19.8,49.03,-1.61,763.1,90.7,5.72,28.8,-2.47,39.194218,39.194218
2016-01-12 04:00:00,91,0,17.88,30.49,16.13,41.75,16.7,39.56,15.03,47.04,17.55,31.08,-3.63,99.79,17.81,39.52,21.07,37.2,17.09,36.65,-3.27,761.5,83.9,6.38,48.9,-7.78,3.079558,3.079558
2016-01-12 04:10:00,67,0,16.96,49.26,15.63,48.46,17.22,33.95,18.83,45.53,16.98,37.08,-0.41,79.1,18.21,33.88,18.57,34.96,17.66,41.31,-3.38,765.5,78.3,0.99,36.9,-8.07,32.363621,32.363621
2016-01-12 04:20:00,97,0,18.48,43.66,15.76,41.45,18.56,43.59,17.03,48.05,18.86,33.1,3.51,93.07,18.22,33.05,20.25,33.18,17.13,40.86,-1.33,768.3,79.9,4.78,13.5,-5.57,2.456955,2.456955
2016-01-12 04:30:00,83,0,17.56,38.48,19.73,42.2,16.44,44.51,17.34,44.8,17.62,41.85,-2.27,86.44,22.68,37.18,21.31,36.53,19.59,39.67,-2.82,763.4,87.1,4.41,33.7,-7.31,3.126235,3.126235
2016-01-12 04:40:00,79,0,15.08,45.85,16.4,44.96,16.14,49.02,20.54,44.81,18.3,44.58,-2.22,67.17,17.66,46.95,18.79,44.7,18.96,43.21,-4.36,762.5,72.6,4.98,51.6,-9.2,22.8064,22.8064
2016-01-12 04:50:00,130,0,16.8,42.63,17.01,42.14,17.66,33.36,15.93,46.58,17.62,42.16,-1.92,100.0,18.12,37.14,18.86,41.12,17.73,33.61,-4.05,763.7,94.7,14.0,29.2,-6.64,10.820552,10.820552
2016-01-12 05:00:00,85,0,15.93,42.01,18.03,43.09,16.78,33.69,18.83,42.88,18.87,34.75,-4.74,91.03,18.13,47.67,19.42,40.51,18.9,39.58,-3.63,762.6,99.7,14.0,66.0,-2.53,40.949745,40.949745
2016-01-12 05:10:00,94,0,16.21,38.41,17.24,42.17,19.69,41.74,19.61,46.2,18.25,46.02,0.68,59.78,19.91,43.53,17.23,45.72,18.96,42.07,-1.39,760.9,68.9,7.81,45.7,-8.6,1.031775,1.031775
2016-01-12 05:20:00,76,0,17.41,32.35,17.65,36.44,19.42,29.66,18.44,44.19,19.08,38.35,-1.7,94.99,19.83,36.33,18.49,29.44,19.39,43.52,-1.8,760.6,89.3,1.49,66.0,-4.0,23.993399,23.993399
2016-01-12 05:30:00,94,0,16.42,34.87,16.33,51.81,17.64,50.98,15.43,35.28,19.74,45.12,1.11,66.8,20.74,44.52,18.13,40.03,18.18,42.29,-0.85,756.7,91.5,2.21,26.8,-1.73,36.397334,36.397334
2016-01-12 05:40:00,74,0,17.98,44.08,17.55,45.26,18.21,38.27,18.53,48.29,18.4,36.54,-3.78,92.59,20.44,38.62,20.98,39.75,20.2,37.19,-2.39,764.1,92.1,3.73,25.5,-1.78,26.754641,26.754641
2016-01-12 05:50:00,111,0,18.27,38.04,17.95,38.22,17.54,38.45,18.06,36.28,17.52,45.87,0.38,58.82,19.58,37.3,20.44,29.14,18.29,39.17,-1.37,760.6,66.6,2.34,37.1,-8.55,36.863385,36.863385
2016-01-12 06:00:00,105,20,14.6,43.77,16.02,44.88,18.06,42.48,19.56,37.27,20.18,36.73,-0.47,74.49,16.04,51.97,21.2,47.31,19.95,60.69,-0.52,766.5,79.7,1.5,24.8,-5.21,43.122405,43.122405
2016-01-12 06:10:00,131,20,18.65,33.56,17.21,39.8,19.19,35.56,18.08,42.41,16.71,37.86,-3.24,65.54,19.84,46.67,20.57,36.18,19.65,37.1,-1.76,764.4,77.0,6.46,34.5,-5.24,37.631564,37.631564
2016-01-12 06:20:00,125,50,17.59,34.64,17.55,32.13,18.08,40.38,17.77,42.21,18.03,26.34,0.6,88.85,17.61,39.92,19.0,45.74,17.5,36.33,-0.45,758.2,80.1,0.97,59.1,-4.18,39.655488,39.655488
2016-01-12 06:30:00,140,60,17.96,37.16,18.17,37.44,17.23,39.89,19.07,45.64,20.87,51.33,-4.59,71.54,16.48,32.41,18.2,41.35,19.53,25.02,-1.96,765.7,69.9,0.3,36.3,-7.34,8.541607,8.541607
2016-01-12 06:40:00,149,50,18.66,51.7,16.6,37.67,14.49,34.37,18.73,44.88,19.08,30.91,-1.74,98.39,17.24,41.11,18.97,40.25,20.02,40.5,-1.33,750.5,99.3,5.45,20.9,-1.06,1.948677,1.948677
2016-01-12 06:50:00,173,0,16.08,38.11,16.46,39.68,16.39,37.32,16.24,36.96,16.68,52.62,-0.31,93.06,17.94,42.17,18.97,47.2,18.68,45.13,-1.18,768.5,86.1,5.31,43.6,-3.98,29.286849,29.286849
2016-01-12 07:00:00,99,0,17.4,34.72,19.8,28.44,19.55,35.17,17.09,34.68,19.98,43.27,1.56,80.92,19.23,42.34,19.83,48.53,20.41,38.13,-2.21,755.4,71.3,0.73,55.9,-8.13,4.10513,4.10513
2016-01-12 07:10:00,137,0,18.53,48.72,19.29,38.94,19.62,40.2,16.24,43.07,19.53,43.12,-0.13,53.88,18.34,39.68,18.87,37.92,18.39,31.75,0.5,762.7,75.7,0.71,17.6,-2.64,15.926808,15.926808
2016-01-12 07:20:00,143,10,17.72,51.85,19.92,31.18,16.63,44.19,17.71,45.03,16.09,32.13,-0.83,100.0,18.93,42.86,18.31,36.06,20.41,43.18,-0.74,762.4,95.0,3.09,23.8,-3.03,18.616347,18.616347
2016-01-12 07:30:00,148,10,19.67,30.84,19.05,37.93,17.51,34.57,17.3,39.51,20.48,33.27,0.16,71.15,18.02,42.42,18.14,50.76,18.9,33.15,0.19,765.2,79.7,3.96,40.7,-5.29,12.573897,12.573897
2016-01-12 07:40:00,153,0,16.86,35.8,17.93,45.23,17.78,48.64,20.46,43.14,19.27,41.32,0.99,100.0,20.88,36.33,19.38,36.18,17.33,33.76,1.09,759.4,93.2,2.4,25.6,-1.18,9.0958,9.0958
2016-01-12 07:50:00,152,10,17.92,53.34,19.49,50.03,17.77,45.53,16.33,41.27,19.14,36.8,3.3,82.0,20.83,40.5,21.32,34.03,19.62,44.21,1.25,752.2,86.9,1.99,38.0,0.37,14.890952,14.890952
2016-01-12 08:00:00,160,20,17.94,39.76,17.98,39.46,16.96,36.12,18.09,39.34,19.85,34.83,2.08,56.43,18.06,48.61,20.1,35.83,20.9,34.65,1.79,759.4,66.2,2.95,57.3,-2.88,43.792433,43.792433
2016-01-12 08:10:00,107,0,19.87,43.55,17.75,39.51,17.04,35.83,17.1,44.73,18.38,41.55,-1.86,71.4,17.88,42.39,20.54,40.57,18.57,31.62,0.85,759.9,69.6,5.14,35.5,-4.27,48.636118,48.636118
2016-01-12 08:20:00,113,0,18.32,39.46,18.99,41.92,17.9,29.79,16.7,41.29,18.88,40.49,0.13,57.31,18.1,33.18,19.79,30.64,21.01,38.73,0.58,752.5,67.5,0.77,45.5,-7.75,42.974479,42.974479
2016-01-12 08:30:00,146,40,17.93,43.52,18.48,53.18,18.32,36.85,18.33,39.39,16.61,46.82,-2.01,94.44,17.92,45.71,18.12,42.43,18.68,40.12,1.31,760.9,83.6,3.49,46.4,-1.27,36.486337,36.486337
2016-01-12 08:40:00,159,0,20.15,39.28,18.26,48.15,15.97,39.83,17.38,43.14,16.62,26.76,0.35,92.88,19.29,42.31,17.94,48.67,19.93,37.85,-0.89,756.4,97.7,1.5,30.5,-1.4,4.056461,4.056461
2016-01-12 08:50:00,116,0,18.68,38.12,19.21,32.34,19.8,41.32,18.21,34.23,18.62,35.56,-0.28,83.96,19.82,38.04,19.3,39.09,18.47,47.8,-0.31,763.3,80.0,13.89,27.3,-5.2,40.92242,40.92242
2016-01-12 09:00:00,128,0,17.08,35.85,17.51,37.57,18.29,39.72,20.38,37.94,17.56,31.66,1.9,83.21,19.85,36.43,17.72,45.56,18.58,50.92,0.1,759.8,76.9,3.66,51.9,-3.02,13.442984,13.442984
2016-01-12 09:10:00,107,0,17.73,40.92,17.09,42.34,18.22,41.92,18.64,39.37,18.53,43.27,-1.45,76.36,19.69,46.56,19.0,33.88,19.89,41.79,0.8,768.6,83.1,8.86,40.6,-1.13,14.619933,14.619933
2016-01-12 09:20:00,101,0,19.21,40.21,17.23,40.43,19.37,39.85,22.13,37.35,18.42,35.89,5.26,82.86,17.89,46.56,21.35,43.16,19.7,38.48,3.12,759.7,76.6,4.94,42.5,-2.15,18.375429,18.375429
2016-01-12 09:30:00,114,0,16.94,46.09,18.28,29.84,17.54,31.22,17.91,37.82,19.54,35.48,-1.6,83.94,19.45,42.64,18.93,41.79,18.96,41.62,1.38,762.5,73.7,11.15,39.6,-2.82,27.192562,27.192562
2016-01-12 09:40:00,90,0,19.11,39.03,18.11,45.62,16.76,39.01,18.61,42.59,19.02,50.83,3.12,91.05,18.99,38.35,20.49,34.5,19.33,51.58,2.38,759.9,78.7,2.99,38.5,-2.41,15.862314,15.862314
2016-01-12 09:50:00,94,0,20.01,34.72,19.64,43.9,16.72,25.07,23.31,43.5,17.92,36.62,5.56,87.8,20.63,35.45,20.39,36.52,20.19,41.12,5.11,754.2,84.1,3.32,42.3,2.06,42.593786,42.593786
2016-01-12 10:00:00,79,0,18.86,35.18,18.71,43.43,19.4,44.96,19.63,37.82,19.72,39.44,4.36,76.16,21.54,41.35,18.4,39.91,18.79,42.89,2.84,759.9,71.1,2.65,26.6,-4.25,49.493784,49.493784
2016-01-12 10:10:00,107,0,17.75,39.11,18.97,40.73,19.55,44.64,16.22,46.03,20.59,42.72,4.63,68.58,17.86,29.55,18.95,43.54,19.14,40.81,4.69,763.8,65.9,1.69,44.7,-2.85,27.365053,27.365053
2016-01-12 10:20:00,96,0,17.69,31.15,16.69,28.39,19.59,43.46,19.56,43.76,18.89,31.46,-1.47,88.9,18.5,40.33,18.35,33.45,20.4,38.2,2.39,763.1,85.1,0.82,28.0,-1.98,47.492556,47.492556
2016-01-12 10:30:00,92,0,19.07,44.5,19.6,30.45,20.18,41.98,18.0,45.75,18.15,50.27,4.46,54.56,18.99,44.59,20.01,38.47,19.39,31.91,3.69,759.6,53.1,3.98,66.0,-6.09,12.43324,12.43324
2016-01-12 10:40:00,86,0,18.64,43.59,17.74,33.31,18.24,46.01,17.06,26.51,18.32,39.51,3.07,67.06,20.27,46.9,17.02,45.31,18.52,39.86,2.77,754.9,61.8,6.29,47.3,-6.57,48.545171,48.545171
2016-01-12 10:50:00,95,0,21.23,51.45,19.51,39.65,21.44,39.74,20.89,47.11,18.21,38.28,4.67,72.51,19.19,34.58,20.04,44.28,20.76,47.08,3.88,763.3,74.9,2.85,43.4,1.59,43.403608,43.403608
2016-01-12 11:00:00,106,0,17.67,32.0,18.96,31.27,18.34,30.86,18.41,45.89,18.74,45.71,8.56,85.65,19.66,42.94,19.47,37.43,20.92,51.38,5.84,762.4,83.4,2.09,27.2,1.98,4.095211,4.095211
2016-01-12 11:10:00,123,0,18.83,37.94,18.14,42.77,16.95,40.03,18.57,46.67,19.64,41.97,2.88,92.66,19.96,40.25,18.37,33.2,20.07,47.19,2.18,764.1,76.3,8.65,53.2,-2.18,2.532133,2.532133
